HH Profile_ID,Referral Code,HH Profile_Status,Nb_Sub-profile_All,Nb_Sub-profile_Support,FirstOtp_Date,Registration_Date,Underwriting_Date,Update_Date,Completion_Date,Confirmation_Date,FirstOtp-Registration_Time,Registration-Underwriting_Time,Registration-Confirmation_Time,Registration-Calculation_Time,Calculation-Confirmation_Time,Scheme (AFF),AFF,Max Aff,Min Aff,EAS,Result,S01_Income,S02_Occupation,S03_Position,S04_School,S09_Electricity bill,S10_Nb_Members,S11_Phone brand,S13_Hospital,S15_Home ownership,S16_Urban type,S17_Residency,S18_Nb_Properties,S19_Private insurance,S20_Loan type,Q01_Income,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type,Q23_Nb_Dependents,Q24_High treament cost
390,3QD108,CONFIRMED,4,4,01/02/2024 20:19,02/02/2024 09:49,02/02/2024 10:31,02/02/2024 16:30,02/02/2024 16:19,02/02/2024 16:30,13:30:51,00:41:20,06:40:36,06:29:24,00:11:12,Able to afford with PAP scheme C,10.4536085,15.4,10.2,3 (Middle),3.04877,2,2.42,2.42,2,3.6,3.6,3.6,3.6,2.8,2.8,2.8,1.2,2.8,2.2,180,Lao động tự do,Không có / Chức vụ khác,Không,540.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay tiêu dùng,0,0
391,22CR,CONFIRMED,1,1,01/02/2024 20:08,02/02/2024 09:57,02/02/2024 10:16,02/02/2024 18:42,02/02/2024 18:34,02/02/2024 18:35,13:48:52,00:18:40,08:38:27,08:36:50,00:01:37,Able to afford with PAP scheme C,6.555339,10.2,5.1,2 (Low),2.28536,1,1.21,1.21,1,1.8,2.6,3,3,1,2.6,1.8,0.2,0.2,-0.4,0,Khác,Không có / Chức vụ khác,Không,150.000,1,Apple,Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
392,3QD108,CONFIRMED,4,2,02/02/2024 08:52,02/02/2024 11:08,02/02/2024 11:14,05/02/2024 08:24,05/02/2024 08:22,05/02/2024 08:24,02:16:33,00:06:15,69:15:52,69:13:37,00:02:15,Able to afford with PAP scheme C,9.254589,10.2,5.1,2 (Low),2.81463,2,2.42,2.42,2,2.8,2.8,2.8,2.8,2.8,4.4,5.2,3.6,3.6,4.2,126.4512,Lao động tự do,Không có / Chức vụ khác,Class 7,273.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
393,1BVK,CONFIRMED,3,3,01/02/2024 19:29,02/02/2024 11:11,02/02/2024 11:14,05/02/2024 16:39,05/02/2024 16:38,05/02/2024 16:39,15:42:41,00:02:57,77:27:56,77:26:56,00:01:00,Able to afford with PAP scheme C,11.163855,15.4,10.2,3 (Middle),3.18536,2,2.42,2.42,2,2.8,3.2,3.6,3.6,2.8,4.4,4.4,4.4,4.4,4.4,216,Làm nông,Không có / Chức vụ khác,Không,114.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
394,5VMHN,CONFIRMING,3,1,01/02/2024 21:41,02/02/2024 11:59,02/02/2024 12:03,02/02/2024 15:17,02/02/2024 15:17,,14:18:44,00:03:50,,03:17:07,,Able to afford with PAP scheme A,31.819664,65.4,30.4,6 (High),6.03901,2,2.42,2.42,2.8,6.8,7.2,7.2,8.8,2.8,4.4,3.6,2,3.6,3.6,178.745088,Công chức nhà nước,Nhân viên,Class 5,1.954.000,3,Samsung / Vivo / OPPO,Class 1,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
396,3QD108,CONFIRMED,4,3,02/02/2024 12:15,02/02/2024 12:47,02/02/2024 13:10,05/02/2024 11:51,05/02/2024 11:26,05/02/2024 11:51,00:32:11,00:22:52,71:03:25,70:38:42,00:24:43,Able to afford with PAP scheme C,13.801902,15.4,10.2,3 (Middle),3.69267,2,2.42,2.42,2,4.4,4.4,4.4,4.4,2.8,4.4,5.2,5.2,5.2,5.2,144,Khác,Không có / Chức vụ khác,Không,615.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
397,23UBHCM,CONFIRMING,2,2,02/02/2024 12:29,02/02/2024 13:09,02/02/2024 13:15,02/02/2024 19:59,02/02/2024 19:58,,00:39:43,00:06:06,,06:49:37,,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.21461,5,5.2,5.2,5.4,7,7.8,8.2,8.2,5.8,7.4,8.2,8.2,9.8,9.8,492,"Nhân viên văn phòng cho cty lớn, doanh nghiệp đa quốc gia",Nhân viên,Class 6,560.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,3,0
398,12PTW,CONFIRMED,3,3,02/02/2024 12:29,02/02/2024 13:10,02/02/2024 13:26,04/02/2024 11:00,04/02/2024 10:56,04/02/2024 11:00,00:41:17,00:16:13,45:50:06,45:46:31,00:03:35,Able to afford with PAP scheme B,15.710682,20.3,15.4,4 (Upper-Middle),4.0634,2,2.42,2.42,2,4.4,4.8,5.2,5.2,2.8,4.4,4.4,2.8,2.8,2.8,154.0644,Khác,Không có / Chức vụ khác,Không,669.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
399,23UBHCM,CONFIRMED,2,2,02/02/2024 14:01,02/02/2024 14:43,02/02/2024 14:46,02/02/2024 15:10,02/02/2024 15:09,02/02/2024 15:10,00:42:29,00:02:21,00:26:39,00:25:36,00:01:03,Able to afford with PAP scheme C,6.2070465,10.2,5.1,2 (Low),2.21707,1,1.21,1.21,1,1.8,2.6,3,3,1.8,1.8,1.8,0.2,0.2,0.2,72,Khác,Không có / Chức vụ khác,Class 7,260.000,2,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
401,5VMHN,CONFIRMING,3,2,02/02/2024 14:52,02/02/2024 15:08,02/02/2024 15:15,07/02/2024 12:18,07/02/2024 12:18,,00:15:09,00:07:10,,117:10:20,,Able to afford with PAP scheme A,29.26672,30.4,20.3,5 (Upper),5.88779,2,2.42,2.42,2,6,6.4,6.8,8.4,2.8,4.4,5.2,5.2,5.2,5.2,196.0176,Công chức nhà nước,Không có / Chức vụ khác,Không,1.073.000,3,Apple,Class 1,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,2,0
402,7TAHN,CONFIRMING,2,2,02/02/2024 09:08,02/02/2024 16:14,02/02/2024 16:32,06/02/2024 18:49,06/02/2024 18:49,,07:06:14,00:17:57,,98:34:34,,Able to afford with PAP scheme C,6.903631,10.2,5.1,2 (Low),2.35365,1,1.21,1.21,1,1.8,2.6,2.2,3,1.8,3.4,3.4,1.8,1.8,1.2,33.9936,Khác,Không có / Chức vụ khác,Không,467.000,2,"Khác (Xiaomi, Realme, ...)",Class 2,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
404,12PTW,CONFIRMED,3,3,02/02/2024 16:47,02/02/2024 17:28,02/02/2024 22:01,06/02/2024 15:48,06/02/2024 15:44,06/02/2024 15:48,00:41:07,04:33:02,94:20:01,94:16:23,00:03:38,Able to afford with PAP scheme C,4.6731477,5.1,0.1,1 (Very Low),1.91463,1,1.21,1.21,1,1.8,2.2,2.2,2.2,1.8,2.6,3.4,3.4,3.4,2.8,66.96,Lao động tự do,Không có / Chức vụ khác,Không,226.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
405,23UBHCM,CONFIRMED,2,2,02/02/2024 17:19,02/02/2024 17:54,02/02/2024 22:03,10/02/2024 16:40,07/02/2024 12:14,10/02/2024 16:39,00:35:27,04:09:18,190:45:18,114:20:15,76:25:03,Able to afford with PAP scheme C,5.4358277,10.2,5.1,2 (Low),2.06585,1,1.21,1.21,1,1.8,2.6,2.6,2.6,1.8,2.6,2.6,1,1,1,78.96,Công chức nhà nước,Nhân viên,Không,245.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
407,12PTW,CONFIRMING,3,3,02/02/2024 10:11,02/02/2024 19:11,02/02/2024 22:29,06/02/2024 16:39,06/02/2024 16:39,,09:00:18,03:18:14,,93:27:23,,Able to afford with PAP scheme A,19.272144,20.3,15.4,4 (Upper-Middle),4.79023,2,2.42,2.42,2,6,6.4,6,6,2.8,4.4,5.2,3.6,3.6,3,132,Lao động tự do,Không có / Chức vụ khác,Không,960.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
408,23UBHCM,CONFIRMED,1,1,02/02/2024 18:46,02/02/2024 19:34,02/02/2024 22:36,06/02/2024 12:59,06/02/2024 12:39,06/02/2024 12:59,00:47:57,03:02:47,89:25:27,89:05:41,00:19:46,Able to afford with PAP scheme B,17.120926,20.3,15.4,4 (Upper-Middle),4.35121,2,2.42,2.42,2,4.4,5.2,5.6,5.6,2.8,4.4,5.2,5.2,5.2,5.2,144,Lao động tự do,Không có / Chức vụ khác,Không,687.000,1,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
409,5VMHN,CONFIRMED,4,2,02/02/2024 20:46,02/02/2024 21:24,02/02/2024 22:11,07/02/2024 12:13,05/02/2024 11:29,05/02/2024 11:31,00:37:47,00:46:28,62:07:17,62:05:16,00:02:01,Able to afford with PAP scheme A,20.12066,20.3,15.4,4 (Upper-Middle),4.9634,3,3.63,3.63,3,3.8,3.8,4.2,5.8,3.8,5.4,6.2,4.6,4.6,4.6,312,Khác,Nhân viên,Class 7,164.000,4,Apple,Class 1,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
410,23UBHCM,CONFIRMED,4,1,02/02/2024 21:21,02/02/2024 22:15,02/02/2024 22:23,06/02/2024 18:37,06/02/2024 18:27,06/02/2024 18:36,00:54:29,00:08:29,92:21:28,92:12:15,00:09:13,Able to afford with PAP scheme C,2.8926592,5.1,0.1,1 (Very Low),1.55853,1,1.21,1.21,1,1.8,1.8,1.4,1.4,1.8,1.8,1.8,0.2,0.2,-0.4,10.8,Khác,Không có / Chức vụ khác,Không,143.000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
411,1BVK,CONFIRMED,3,3,27/01/2024 11:27,03/02/2024 09:00,03/02/2024 21:50,08/02/2024 12:50,05/02/2024 12:55,08/02/2024 12:50,165:32:55,12:50:01,123:50:34,51:55:28,71:55:06,Able to afford with PAP scheme A,22.122776,30.4,20.3,5 (Upper),5.18047,3,3.63,4.03,3.4,5,5.4,5.8,5.8,3.8,5.4,5.4,5.4,7,7.6,260.1804,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Class 6,508.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Có khoản vay khác,0,0
413,1BVK,CONFIRMED,3,3,03/02/2024 07:47,03/02/2024 09:58,04/02/2024 14:58,05/02/2024 14:43,05/02/2024 14:02,05/02/2024 14:43,02:10:49,28:59:43,52:44:38,52:03:54,00:40:44,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.11218,4,4.84,4.84,4,8,8.4,8.8,8.8,4.8,6.4,7.2,7.2,7.2,6.6,389.73024,Công chức nhà nước,Nhân viên,Không,2.508.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
414,23UBHCM,CONFIRMED,4,2,03/02/2024 09:18,03/02/2024 10:01,04/02/2024 10:02,05/02/2024 14:39,05/02/2024 14:38,05/02/2024 14:38,00:43:38,24:00:07,52:36:59,52:36:15,00:00:44,Able to afford with PAP scheme B,18.375782,20.3,15.4,4 (Upper-Middle),4.6073,3,3.63,3.63,3,5.4,5.4,5.4,5.4,3,4.6,3.8,2.2,2.2,1.6,276,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,699.000,4,Samsung / Vivo / OPPO,Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",1,0
415,27DHYDHCM,CONFIRMED,2,2,31/01/2024 10:59,03/02/2024 11:08,03/02/2024 15:13,06/02/2024 15:43,06/02/2024 15:41,06/02/2024 15:43,72:09:33,04:04:27,76:34:21,76:32:51,00:01:30,Able to afford with PAP scheme A,58.18004,65.4,30.4,6 (High),6.7634,3,3.63,4.43,3.4,7.4,8.2,8.2,8.6,3.8,5.4,7,5.4,5.4,5.4,240,Lao động tự do,Giám đốc,Class 6,1.795.000,2,Samsung / Vivo / OPPO,Class 3,Có,Class - Special / 1,Sở hữu Nhà phố lớn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
417,27DHYDHCM,CONFIRMED,3,3,03/02/2024 16:00,03/02/2024 16:22,04/02/2024 15:07,05/02/2024 16:17,05/02/2024 16:13,05/02/2024 16:17,00:21:43,22:45:22,47:55:18,47:51:42,00:03:36,Able to afford with PAP scheme B,17.63481,20.3,15.4,4 (Upper-Middle),4.45608,3,3.63,3.63,3,4.6,5,4.6,5,3.8,4.6,5.4,5.4,5.4,5.4,254.3796,Công chức nhà nước,Không có / Chức vụ khác,Không,584.000,3,"Khác (Xiaomi, Realme, ...)",Class 3,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
418,1BVK,CONFIRMED,3,2,03/02/2024 10:19,03/02/2024 16:35,04/02/2024 15:03,09/02/2024 22:27,06/02/2024 10:45,09/02/2024 22:26,06:15:47,22:27:31,149:51:09,66:10:01,83:41:08,Able to afford with PAP scheme C,12.546309,15.4,10.2,3 (Middle),3.45121,1,1.21,1.21,1.8,4.2,4.6,5,5,1.8,3.4,3.4,3.4,3.4,2.8,103.4136,Lao động tự do,Nhân viên,Class 5,682.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
421,12PTW,CONFIRMED,2,2,03/02/2024 21:39,03/02/2024 22:24,04/02/2024 15:17,06/02/2024 16:15,06/02/2024 16:12,06/02/2024 16:15,00:44:42,16:53:29,65:50:43,65:47:49,00:02:54,Able to afford with PAP scheme C,12.305317,15.4,10.2,3 (Middle),3.40487,2,2.42,2.42,2,2.8,3.6,4,4,2.8,3.6,4.4,4.4,4.4,3.8,198,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,212.000,2,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay tiêu dùng,0,0
422,12PTW,CONFIRMED,4,2,30/01/2024 15:39,03/02/2024 22:53,04/02/2024 15:27,06/02/2024 11:07,06/02/2024 11:05,06/02/2024 11:07,103:14:26,16:33:52,60:13:30,60:12:00,00:01:30,Able to afford with PAP scheme C,11.950193,15.4,10.2,3 (Middle),3.33658,2,2.42,2.42,2,3.6,3.6,4,4,2.8,3.6,3.6,2,2,2,120,Công chức nhà nước,Nhân viên,Không,597.000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
423,12PTW,CONFIRMED,3,3,31/01/2024 16:06,04/02/2024 13:15,04/02/2024 15:32,05/02/2024 12:37,05/02/2024 12:34,05/02/2024 12:37,93:09:01,02:17:13,23:21:47,23:18:58,00:02:49,Able to afford with PAP scheme C,4.6731477,5.1,0.1,1 (Very Low),1.91463,1,1.21,1.21,1,1.8,2.2,1.8,1.8,1.8,3.4,3.4,1.8,1.8,1.2,84,Làm nông,Không có / Chức vụ khác,Không,300.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
424,23UBHCM,CONFIRMED,2,2,04/02/2024 14:22,04/02/2024 15:06,04/02/2024 15:45,05/02/2024 15:37,05/02/2024 15:32,05/02/2024 15:37,00:43:27,00:39:44,24:31:09,24:26:45,00:04:24,Able to afford with PAP scheme B,17.63481,20.3,15.4,4 (Upper-Middle),4.45608,3,3.63,3.63,3,3.8,4.6,5,5,3.8,5.4,5.4,3.8,3.8,3.8,300,Bán buôn tự do,Không có / Chức vụ khác,Class 7,162.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,1,0
426,5VMHN,CONFIRMED,3,3,03/02/2024 15:17,04/02/2024 21:24,04/02/2024 22:23,06/02/2024 10:00,06/02/2024 09:59,06/02/2024 10:00,30:06:39,00:59:22,36:36:28,36:35:15,00:01:13,Able to afford with PAP scheme C,9.913875,10.2,5.1,2 (Low),2.9439,1,1.21,1.21,1,1.8,2.2,2.6,4.2,1.8,2.6,2.6,1,1,1,60,Làm nông,Không có / Chức vụ khác,Không,279.000,3,Apple,Class 1,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
428,22CR,CONFIRMED,3,3,04/02/2024 23:55,05/02/2024 01:04,05/02/2024 08:28,05/02/2024 13:48,05/02/2024 13:17,05/02/2024 13:47,01:09:22,07:24:27,12:43:28,12:12:37,00:30:51,Able to afford with PAP scheme A,27.419111,30.4,20.3,5 (Upper),5.70486,3,3.63,3.63,3,7,7.4,7.4,7.4,3.8,3.8,4.6,3,4.6,4.6,252.084,Bán buôn tự do,Không có / Chức vụ khác,Không,940.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
431,23UBHCM,CONFIRMED,4,4,01/02/2024 20:20,05/02/2024 11:08,05/02/2024 11:22,05/02/2024 14:50,05/02/2024 14:49,05/02/2024 14:50,86:47:23,00:13:52,03:42:10,03:41:11,00:00:59,Able to afford with PAP scheme A,19.15262,20.3,15.4,4 (Upper-Middle),4.76584,3,3.63,3.63,3,4.6,4.6,4.6,4.6,3.8,5.4,6.2,9.4,11,11.6,336.461496,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,594.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Có,Có khoản vay khác,0,0
432,1BVK,CONFIRMED,4,2,01/02/2024 13:59,05/02/2024 11:18,05/02/2024 11:34,05/02/2024 14:36,05/02/2024 14:32,05/02/2024 14:36,93:18:40,00:16:27,03:18:15,03:14:05,00:04:10,Able to afford with PAP scheme B,17.192629,20.3,15.4,4 (Upper-Middle),4.36584,2,2.42,2.42,2,6,6,6,6,2.8,2.8,2.8,1.2,2.8,2.8,163.236,Công chức nhà nước,Nhân viên,Class 7,1.049.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Thuê Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
433,11HNVT,CONFIRMED,2,2,05/02/2024 10:21,05/02/2024 11:36,05/02/2024 11:43,06/02/2024 13:19,06/02/2024 13:10,06/02/2024 13:19,01:15:45,00:06:36,25:42:45,25:33:54,00:08:51,Able to afford with PAP scheme A,>=65,>=65,>=65,11 (Very High),11.0634,5,5,5.4,9.8,13.8,14.6,15,15,5.8,7.4,9,9,10.6,10.6,516,Kinh doanh có giấy phép,Quản lý cấp trung,Class 2,4.637.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố lớn,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
434,22CR,CONFIRMED,2,2,05/02/2024 10:56,05/02/2024 11:38,05/02/2024 12:16,06/02/2024 11:55,06/02/2024 11:47,06/02/2024 11:55,00:42:37,00:37:44,24:16:32,24:08:31,00:08:01,Able to afford with PAP scheme C,5.7841215,10.2,5.1,2 (Low),2.13414,1,1.21,1.21,1,1.8,2.6,2.6,2.6,1.8,3.4,3.4,1.8,1.8,1.2,58.596,Khác,Không có / Chức vụ khác,Không,400.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
438,23UBHCM,CONFIRMED,2,1,05/02/2024 13:44,05/02/2024 14:15,05/02/2024 14:44,05/02/2024 17:55,05/02/2024 17:51,05/02/2024 17:55,00:30:57,00:28:30,03:39:46,03:35:58,00:03:48,Able to afford with PAP scheme B,16.045319,20.3,15.4,4 (Upper-Middle),4.1317,2,2.42,2.42,2,4.4,5.2,4.8,4.8,2.8,4.4,5.2,3.6,5.2,4.6,120,Khác,Không có / Chức vụ khác,Không,687.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
439,22CR,CONFIRMED,2,2,05/02/2024 10:45,05/02/2024 14:27,05/02/2024 14:29,06/02/2024 08:18,05/02/2024 16:54,06/02/2024 08:18,03:41:58,00:02:19,17:51:38,02:27:43,15:23:55,Able to afford with PAP scheme C,5.087779,5.1,0.1,1 (Very Low),1.99756,1,1.21,1.21,1,1.8,2.6,2.2,2.2,1,1.8,1.8,0.2,0.2,0.2,84,Lao động tự do,Không có / Chức vụ khác,Không,150.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - 2 / 3,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
440,4UBHN,CONFIRMED,4,3,02/02/2024 08:43,05/02/2024 15:44,05/02/2024 15:49,07/02/2024 11:45,07/02/2024 11:44,07/02/2024 11:45,79:00:26,00:05:44,44:01:31,44:00:31,00:01:00,Able to afford with PAP scheme C,4.6731477,5.1,0.1,1 (Very Low),1.91463,1,1.21,1.21,1,1.8,1.8,2.2,2.2,1.8,3.4,3.4,1.8,1.8,1.8,66,Khác,Không có / Chức vụ khác,Không,291.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
442,12PTW,CONFIRMED,2,2,05/02/2024 14:54,05/02/2024 16:18,05/02/2024 16:35,06/02/2024 14:55,06/02/2024 10:21,06/02/2024 14:55,01:23:16,00:16:56,22:37:06,18:03:07,04:33:59,Able to afford with PAP scheme C,11.836064,15.4,10.2,3 (Middle),3.31463,1,1.21,1.21,1,4.2,5,5,5,1.8,1.8,1.8,0.2,0.2,0.2,84,Lao động tự do,Không có / Chức vụ khác,Không,826.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
446,4UBHN,CONFIRMED,3,3,05/02/2024 22:40,05/02/2024 23:19,06/02/2024 00:12,06/02/2024 11:49,06/02/2024 11:33,06/02/2024 11:48,00:39:13,00:52:27,12:28:54,12:13:27,00:15:27,Able to afford with PAP scheme C,12.926782,15.4,10.2,3 (Middle),3.52438,2,2.42,2.42,2.8,3.6,4,4,4,2.8,4.4,5.2,3.6,5.2,5.8,144.763728,Khác,Không có / Chức vụ khác,Class 5,471.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác,2,0
449,23UBHCM,CONFIRMED,2,1,06/02/2024 07:54,06/02/2024 11:04,06/02/2024 11:05,06/02/2024 16:39,06/02/2024 14:42,06/02/2024 14:44,03:09:31,00:01:37,03:40:11,03:38:52,00:01:19,Able to afford with PAP scheme B,15.60314,20.3,15.4,4 (Upper-Middle),4.04146,1,1.21,1.21,1,5,5.8,6.2,6.2,1,2.6,2.6,1,1,1,90,Lao động tự do,Không có / Chức vụ khác,Class 7,1.150.000,2,Apple,Class 4,Không,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
453,30HMSG,CONFIRMED,2,2,06/02/2024 13:51,06/02/2024 14:50,06/02/2024 14:59,06/02/2024 18:08,06/02/2024 18:06,06/02/2024 18:08,00:58:49,00:09:47,03:17:53,03:16:09,00:01:44,Able to afford with PAP scheme A,>=65,>=65,>=65,8 (Very High),8.77558,6,7.26,7.26,6,8.4,9.2,9.2,10,6.8,8.4,9.2,7.6,7.6,7.6,780,Khác,Nhân viên,Class 7,634.000,2,Samsung / Vivo / OPPO,Class 2,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,2,0
454,27DHYDHCM,CONFIRMED,4,4,18/01/2024 09:08,06/02/2024 16:00,06/02/2024 16:06,07/02/2024 14:18,07/02/2024 14:10,07/02/2024 14:17,462:52:20,00:05:23,22:16:55,22:09:24,00:07:31,Able to afford with PAP scheme A,>=65,>=65,>=65,8 (Very High),8.79022,5,6.05,6.05,5.8,9.8,9.8,10.2,10.6,5.8,7.4,8.2,8.2,9.8,10.4,500.892,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Class 5,1.214.000,4,Apple,Class 3,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,"Có khoản vay mua nhà, mua ô tô",0,0
